review,rating,date,bank,source,theme
dashen bank super app for easy life.,5,2025-01-30,Dashen,Google Play,Other
excellent ui/ux and beyond banking services👍👍,5,2025-01-30,Dashen,Google Play,UI/UX
send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen,Google Play,Other
just wow,5,2025-01-28,Dashen,Google Play,Other
mobile banking to the next level,5,2025-01-27,Dashen,Google Play,Other
the first 3 star review is me,3,2025-01-25,Dashen,Google Play,Other
is not working,1,2025-01-24,Dashen,Google Play,Other
"fast, reliable and user friendly. amazing chatting features. keep it up! always one step ahead!",5,2025-01-24,Dashen,Google Play,Other
v good ❗️,5,2025-01-23,Dashen,Google Play,Other
"this app is literally the best thing ever the chat banking is so easy just text and it’s done super smooth, fast, and honestly a life saverif you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen,Google Play,Other
i only see white page,2,2025-01-23,Dashen,Google Play,Other
excellent banking app for all your needs! who needs a physical branch when you can use dashen bank super app instead! i've never had an issue with anything that dashen bank super app haven't handled swiftly and resolved to my satisfaction and above i don't often write reviews but this is an app/bank that i would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen,Google Play,Other
amizing application 😍,5,2025-01-22,Dashen,Google Play,Other
fastest and easy to use,5,2025-01-22,Dashen,Google Play,Other
ስም ብቻ 😏,2,2025-01-20,Dashen,Google Play,Other
exellent app with exellent banking system and exellent bank ever,5,2025-01-20,Dashen,Google Play,Other
amazing app to use as usual! but why option of transferring to telebirr and m pesa which was available on amole app is omitted?? dasheen is my favourite keep it up.,4,2025-01-20,Dashen,Google Play,Transaction Problems
needs some improvement,5,2025-01-20,Dashen,Google Play,Other
amazing,5,2025-01-20,Dashen,Google Play,Other
amazing super app,5,2025-01-19,Dashen,Google Play,Other
i hope it will be better than amole,5,2025-01-18,Dashen,Google Play,Other
wly super app ilove it ❤️ 😍 💖 💕,5,2025-01-17,Dashen,Google Play,Other
dashen yichalal. ewnetem one step a head,5,2025-01-17,Dashen,Google Play,Other
it has a good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. carry on. thanks so much for greatest service,4,2025-01-17,Dashen,Google Play,Account Access Issues
"it is a very wonderful work that has saved its time. that is why it is ""always one step ahead!""",5,2025-01-17,Dashen,Google Play,Other
“life-changing!” i can’t imagine going back to traditional banking after using this app. it’s so convenient.,5,2025-01-16,Dashen,Google Play,Other
pro max,5,2025-01-16,Dashen,Google Play,Other
